name,price,modules,price_per_gb,color,first_word_latency,cas_latency,ddr_generation,frequency_mhz,slug,capacity_gb,Benchmark
Corsair Vengeance LPX 16 GB,60.0,2,5.374,Black / Yellow,10.0,15.0,DDR4,3000.0,corsair-vengeance-lpx-16-gb-ddr4-3000,16,81.9
Corsair Vengeance LPX 16 GB,60.0,2,5.374,Black / Yellow,10.0,15.0,DDR4,3000.0,corsair-vengeance-lpx-16-gb-ddr4-3000,16,81.9
Corsair Vengeance LPX 16 GB,60.0,2,5.374,Black / Yellow,10.0,15.0,DDR4,3000.0,corsair-vengeance-lpx-16-gb-ddr4-3000,16,80.1
Corsair Vengeance LPX 16 GB,60.0,2,5.374,Black / Yellow,10.0,15.0,DDR4,3000.0,corsair-vengeance-lpx-16-gb-ddr4-3000,16,80.1
Corsair Vengeance LPX 16 GB,60.0,2,5.374,Black / Yellow,10.0,15.0,DDR4,3000.0,corsair-vengeance-lpx-16-gb-ddr4-3000,16,80.1
Corsair Vengeance LPX 16 GB,60.0,2,5.374,Black / Yellow,10.0,15.0,DDR4,3000.0,corsair-vengeance-lpx-16-gb-ddr4-3000,16,80.1
Corsair Vengeance RGB 32 GB,117.99,2,3.687,Black / Gray,10.0,32.0,DDR5,6400.0,corsair-vengeance-rgb-32-gb-ddr5-6400,32,185.0
Corsair Vengeance 32 GB,135.99,2,4.25,Black,9.333,28.0,DDR5,6000.0,corsair-vengeance-32-gb-ddr5-6000,32,172.0
Corsair Vengeance RGB 64 GB,277.99,2,4.344,White,10.0,32.0,DDR5,6400.0,corsair-vengeance-rgb-64-gb-ddr5-6400,64,207.0
G.Skill Trident Z RGB 16 GB,90.0,2,3.437,Black,10.0,16.0,DDR4,3200.0,g-skill-trident-z-rgb-16-gb-ddr4-3200,16,84.3
